path,size_bytes,sha256,outcome,doc_id,community,category,pre_screen_doc_type,pre_screen_confidence,pre_screen_reasoning,existing_id,email_subject,email_from,email_date,error
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Waterview Meadow Drive.pdf",282598,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Waterviolet Lane.pdf",1163192,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2025 Pool - Key Fob Registration and Pool Release\2025 Pool Wood Thrush Ct.pdf",260066,,skipped_excluded_subfolder,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\2024 Tennis Court Claim\Root Insurance Documents.pdf",250171,a070373644c31c97da4cfb103e8849468919e308e3dd000afe039b94eca156b3,dry_run_would_upload,,,,insurance_claim_correspondence,high,Third-party insurance carrier (Root) correspondence directly related to the 2024 Tennis Court Claim folder—this is the at-fault party's insurance documentation supporting the HOA's claim file.,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\19923 Juniper Berry Roof Appd.pdf",101641,e373971f60f19c597114855c5ed9f51edd9d51fbd6168bd4d738f7cbbb497a17,dry_run_would_upload,,,,acc_decision,high,Architectural Control Committee approval letter for homeowner roof replacement request; core HOA compliance and governance document stored in ACC folder.,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\19603 Sandal Grove fence apprvoal with stipulations.pdf",812951,411f814d035465d40d0cff2706f8f4f072e66d61b11b497acc0aa0b54e62535b,dry_run_would_upload,,,,acc_decision,high,Architectural Control Committee approval letter with stipulations for a homeowner's fence replacement project—core ACC/ARC compliance document for Waterview Estates governance.,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2017\5226 Jay Thrush appd remove tree.pdf",118145,d6cba27e487c0b6dcff4fb20f8a610463726866342cd18879430afec9e555565,dry_run_would_upload,,,,acc_decision,high,"ACC/ARC application decision document for tree removal at a specific property address, filed in the ACC folder for 2017, directly relevant to architectural control compliance and property records for Waterview Estates.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2023\19910 Cape Clover Application.pdf",171478,2368550e59fdda6ffc05d2163dbaf0f5b0c309d3c5a680b1df7806eead45a6cb,dry_run_would_upload,,,,acc_application,high,"Architectural Control Committee (ACC) application for property at 19910 Cape Clover, filed in the ACC folder for 2023, directly relevant to HOA architectural review governance and homeowner compliance records.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\19923 Roycroft Lane Driveway-Walkway Approval.pdf",83373,4b429d194795d10b9c7edcd0363521ee0297fbddca00d95f348b46a1bb8abb03,dry_run_would_upload,,,,acc_decision,high,Architectural Control Committee approval letter for a homeowner's driveway/walkway repair project—core ACC compliance record that belongs in the ACC folder for Waterview Estates.,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2023\20038 Juniper Chase Application.pdf",1762847,df0f59121c3472083ed2559133e95d9eab6535eb38191e26e247cbbb9b3494ba,dry_run_would_upload,,,,acc_application,high,"Architectural Control Committee (ACC) application for Waterview Estates is a governance/compliance document directly related to HOA operations, and the folder path 'ACC / 2023' explicitly designates this as an HOA-managed matter.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\5010 Quill Rush Way-Shed Approval.pdf",128717,f5bdd199845fcbff156f5f9abe55ad0ea2c677f8738de4bf619e9a5ddef36a78,dry_run_would_upload,,,,acc_decision,high,"Architectural Control Committee approval letter for a homeowner's shed project — core ACC compliance record documenting an ARC decision with conditions, filed in the ACC folder for 2024.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\5810 Baldwin Elm-Solar Vent Approval.pdf",83277,0a85fa890a8035be5bda6d7839d5ac8b3b10dff9e7590daaad2948105287a794,dry_run_would_upload,,,,acc_decision,high,"ARC Committee approval letter for a homeowner's solar attic vent project; compliance/governance record documenting an architectural decision for Waterview Estates, appropriately filed in the ACC folder.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\5822 Water Violet Garage Screen Denial.docx",57781,,skipped_filetype_unsupported,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\5838 Spring Sunrise Replace driveway approval.pdf",83286,f84ee078c2b6dfc12ac193a48a4dd856f15dca64fbf799b1199039231ef71336,dry_run_would_upload,,,,acc_approval,high,Architectural Control Committee approval decision for a homeowner's driveway replacement project—core ACC/ARC compliance record filed in the correct ACC folder for Waterview Estates.,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\5114 Quill Rush Way  Roof 2024.pdf",633100,0804a71ac0993f68e3747d0fb32dd55f66ca68fed06353a1907a163e858b97ea,dry_run_would_upload,,,,ACC_application_with_contractor_proposal,high,"Folder path 'ACC/2024' and document content are HOA Architectural Control Committee approval request for roof repair at a Waterview Estates property (5114 Quill Rush Way), including contractor proposal from M&M Roofing—directly relevant to HOA compliance and property records.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\5930 Spring Sunrise Replace windows approval.pdf",166663,58088b03df1d869cffb0900e3155f4ef3c8cced9f64f7efea98b93eb62b08fbe,dry_run_would_upload,,,,acc_decision,high,"Architectural Committee approval letter for a homeowner's window replacement project at 5930 Spring Sunrise Drive in Waterview Estates, filed in the ACC folder—core HOA compliance and governance record.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\Approval Letter - Sample.docx",59813,,skipped_filetype_unsupported,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\Approval Letter - WV Template.docx",59751,,skipped_filetype_unsupported,,,,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\April 2024\19510 Gable Crossing Dr-Patio Cover-Approved.PDF",2038388,5f216952aedbd39e64094737e5c8d5457193271f133fb8b99524a8b48f4e2cdb,dry_run_would_upload,,,,arc_application_and_approval,high,"This is an ACC/ARC architectural review application for a patio cover at a Waterview Estates property, including the homeowner's formal submission, committee approval letter, and supporting plans—core HOA compliance and governance documentation.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\6014 Spring Sunrise replace windows appd.pdf",1670731,4fa34c13cc195395e8bcc9a8380f416d85707b01aafc7befe789267029fc85c2,dry_run_would_upload,,,,acc_decision,high,"Architectural Control Committee approval document for window replacement at 6014 Spring Sunrise, clearly an ACC/ARC decision record for Waterview Estates, stored in the appropriate 2024 ACC folder.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\April 2024\19623 Norfolk Ridge Way-Gazebo Denial.pdf",1288287,94852af516de2d7ae0a948d28768416531db6475fd0103aa086bcb43614705ae,dry_run_would_upload,,,,acc_decision,high,"This is an Architectural Control Committee (ACC) denial decision for a gazebo project at 19623 Norfolk Ridge Way, a property management and compliance document directly relevant to HOA governance and placed in the ACC/2024/April 2024 folder.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\April 2024\20002 Juniper Berry Dr-Tree Removal-Replacement-Approved.pdf",2549962,5e370e98b8c149ed42d49de98d6ea8b3ff098a8052f8e16eeebb6371e6bc3b1f,dry_run_would_upload,,,,acc_decision,high,"ACC approval letter and application for tree removal/replacement at 20002 Juniper Berry Drive, a homeowner modification request with architectural committee decision, directly relevant to HOA compliance and operational records for Waterview Estates.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\April 2024\20002 Juniper Berry Dr. - Tree Removal-Denied.pdf",584344,04a7b04e20dc0c81ed98f5a5496c4e24f12ba1be2a40fb29ad811c89a5e57270,dry_run_would_upload,,,,acc_decision,high,"Architectural Committee decision letter on a tree removal application—core ACC/compliance record for HOA governance, properly filed in ACC folder for Waterview Estates.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\April 2024\20018 Cape Clover Trail - Roof -  Denial.pdf",697789,8a09f3a67eb1ed294c7a98b0ff6710c8b4f95c8ba7de6eef748e4b7477cf3a39,dry_run_would_upload,,,,acc_decision,high,ACC/ARC denial decision for homeowner roof project at 20018 Cape Clover Trail is an architectural compliance record directly relevant to HOA governance and enforcement at Waterview Estates.,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\April 2024\20018 Cape Clover Trail - Roof - Approved.pdf",458325,80542e2725cb69bc2094e8f8c4be840d2c842f9ea3ff3339e8a7367701818376,dry_run_would_upload,,,,arc_approval,high,ARC application and approval decision for a roof replacement project at a Waterview Estates property — core compliance/operational document for HOA governance and architectural control.,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\April 2024\20127 Brookwood Hollow - Storage Shed - Denial.pdf",662343,db1a9dd85436de487f9e8e75c4afbddaf8011dc2090c2225dbea3480e6b8e19c,dry_run_would_upload,,,,acc_decision,high,ACC denial decision for a homeowner's storage shed application is a core HOA compliance/governance document that belongs in the ACC folder for April 2024.,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\April 2024\5323 Baldwin Elm St. - Roof - Approved.pdf",637219,795f83c167d32a86eae4ce08a5e22d09429d58b7f87ad570d5e51d68c22411dc,dry_run_would_upload,,,,acc_approval,high,"ACC approval letter and application documents for a homeowner roof replacement project at Waterview Estates, directly relevant to architectural control compliance and operational records.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\August 2024\19710 Norfolk Ridge Way Roof application.pdf",275103,2f71a7b4cd0a6a02df32858cf96c6b8f58b5d32a6d73726b13700a69a5d56906,dry_run_would_upload,,,,acc_application,high,"Roof replacement application for a specific property address within Waterview Estates, filed in the ACC/2024/August 2024 folder—a classic Architectural Control Committee submission document required for HOA compliance and record-keeping.",,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - Waterview Estates\ACC\2024\August 2024\19711 Redwood Tree St-Fence Repair-Approved.PDF",1379173,b3a93ee9a3d79f42da645e72e1b73a89a1f152625e6296a30499547d128471c2,dry_run_would_upload,,,,acc_decision,high,"ACC approval letter and application for fence replacement at 19711 Redwood Tree Street, a direct HOA architectural control decision with conditions and homeowner compliance documentation.",,,,,
