path,size_bytes,sha256,outcome,doc_id,community,category,pre_screen_doc_type,pre_screen_confidence,pre_screen_reasoning,existing_id,error
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - August Meadows\Generator Policy.pdf",149600,80a3b42451340e761f8230dbf284bf6005e1e411837bf6428aea306075ed76fe,skipped_already_in_trusted,,,,,,,d0ad809e-6b64-4e32-af60-e3d232bd74c1,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - August Meadows\Management Agreement August Meadows.docx",63976,,skipped_filetype_unsupported,,,,,,,,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - August Meadows\Management Agreement August Meadows.pdf",263304,710d6308adfa58960062f8ce604a83fde0c81d9a6503a50cf1a7ded0f8fd1792,skipped_already_in_trusted,,,,,,,d37a88b8-1d20-40b7-b09e-e6d103aa900c,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - August Meadows\Management Certificate.pdf",70777,04198325089d2ed1148cb45804e9886807e91c1e65b8872759376ac155cbc69b,skipped_already_in_trusted,,,,,,,5870f3d3-b35b-4f66-9f0c-1c8df02ed73e,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - August Meadows\Religious Items Policy.pdf",100393,48d1bac6a837bb3ab75dea5a46bb9c6cf1b1228aa4042e99599cd762f1b3c24d,skipped_already_in_trusted,,,,,,,806cb4ba-3ac7-4333-adea-8dba78e53cce,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - August Meadows\Amazon Receipt.GymWipes.pdf",29739,182635927ea7bf6780d214d5d4253cd87fa145ecae780dbbbd3c9cef5c3c132b,dry_run_would_upload,,,,vendor_invoice,high,"This is a purchase receipt for commercial supplies (wet wipes) ordered by Bedrock Association Management for a clubhouse facility, indicating operational expenditure relevant to HOA management.",,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - August Meadows\Residential Design Guidelines (Jones Creek Reserve) 2.5.2024 - Brightland Comments.pdf",353959,13fe5eb5df949dbb4320d01182714691077a5f3ab89218be473af8c697d83b60,skipped_not_relevant,,,,junk,high,"This is a marked-up draft of design guidelines for Jones Creek Reserve (different community), containing editorial comments and questions, not a finalized governance document for August Meadows.",,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - August Meadows\Security Measures Policy.pdf",206836,e0581ce4a89322cb243b0986c82eba226028a92a722390bf1d172d77c4490787,skipped_already_in_trusted,,,,,,,b8c35b39-feee-4cc9-b6d7-67d7f99f3463,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - August Meadows\Swimming Pool Enclosures Policy.pdf",119224,b0be1482686393dce91172e08b0fb9808450dfe1a0df49e1c6ee22b035389403,skipped_already_in_trusted,,,,,,,84a9883a-458c-4849-b91f-26e940499ea6,
"C:\Users\edget\OneDrive - Bedrock Association Management, LLC\BEDROCK\Client - August Meadows\Residential Design Guidelines (Jones Creek Reserve) 2.5.2024.pdf",262572,7736d97f04d6de1102ae61b61d28b92a247baa952425420db20b8e8b157a4f86,skipped_not_relevant,,,,unknown,high,"This document is the Residential Design Guidelines for Jones Creek Reserve, a different community than August Meadows, so it is not relevant to managing August Meadows.",,
